,Keyword,Source,Author,Title,URL,Text,Published,compound score,negative score,positive score,neutral score,Overall Sentiment,Source Bias
188,immigrant,Breitbart News,Joel B. Pollak,Trump’s New Supreme Court List Includes Diverse Array of Conservative All-stars,https://www.breitbart.com/politics/2020/09/09/trumps-new-supreme-court-list-includes-diverse-array-of-conservative-all-stars/,"President Donald Trump released a list of 20 potential Supreme Court nominees on Wednesday as a supplement to his original list, which he produced during the 2016 presidential campaign.
At the time,… [+25768 chars]",2020-09-10T00:15:54Z,0.5574,0.0,0.265,0.735,1,2.9
189,immigrant,Al Jazeera English,Al Jazeera,US white male professor allegedly poses as Black immigrant woman,https://www.aljazeera.com/news/2020/10/6/white-male-teacher-accused-of-posing-as-immigrant-woman,A white male University of New Hampshire chemistry professor is accused of posing as an immigrant woman of colour on Twitter to make racist and sexist comments and attack users who supported racial j… [+4267 chars],2020-10-06T15:21:02Z,0.0,0.0,0.0,1.0,0,-4.4
190,immigrant,Al Jazeera English,Rebecca Rosman,"‘Stop stigmatising us’, French Muslims tell Macron",https://www.aljazeera.com/news/2020/10/6/french-muslims,"Paris, France  In a divisive speech last Friday, French President Emmanuel Macron outlined proposals on how to challenge what he called Islamist separatism.
Islam is a religion that is in crisis all… [+5413 chars]",2020-10-06T12:16:49Z,0.0,0.0,0.0,1.0,0,-4.4
191,immigrant,Al Jazeera English,Joseph Stepansky,Race to watch: Iranian-American activist faces Texas conservative,https://www.aljazeera.com/news/2020/09/race-watch-iranian-american-activist-faces-texas-conservative-200921160139636.html,A congressional race between staunchly conservative House Republican Dan Crenshaw and Iranian American progressive Sima Ladjevardian has garnered national attention while encapsulating the shifting D… [+5271 chars],2020-09-22T12:55:58Z,0.0,0.0,0.0,1.0,0,-4.4
192,immigrant,Al Jazeera English,Katy Fallon,Greek court to decide fate of fascist Golden Dawn group,https://www.aljazeera.com/news/2020/10/7/greek-court-to-decide-fate-of-fascist-golden-dawn-group,"Athens, Greece  A five-and-a-half-year trial of the far-right Golden Dawn group draws to a close on Wednesday, with a panel of three judges at the court of appeals in Athens preparing to issue its ve… [+3881 chars]",2020-10-07T05:57:47Z,-0.5574,0.28600000000000003,0.0,0.7140000000000001,-1,-4.4
193,immigrant,Al Jazeera English,Al Jazeera,"US seeks sweeping DNA collection of immigrants, sponsors",https://www.aljazeera.com/news/2020/09/seeks-sweeping-dna-collection-immigrants-sponsors-200911155833092.html,"The Trump administration on Friday formally proposed a sweeping expansion of its collection of DNA and other biometric data of immigrants, to go beyond detained migrants in order to include US citize… [+2049 chars]",2020-09-11T16:57:15Z,0.0,0.0,0.0,1.0,0,-4.4
194,immigrant,Al Jazeera English,Al Jazeera,Italy softens harsh migration rules championed by Salvini,https://www.aljazeera.com/news/2020/10/6/italy-loosens-migration-rules-to-dismay-of-hardliner-salvini,"Italy has softened harsh rules penalising aid groups that bring undocumented migrants ashore and extended protection for refugees who risk persecution at home.
The so-called security decrees, which … [+3094 chars]",2020-10-06T19:31:00Z,-0.1779,0.261,0.198,0.541,0,-4.4
195,immigrant,Al Jazeera English,Al Jazeera,US court rejects Trump plan to leave many immigrants off census,https://www.aljazeera.com/news/2020/09/court-rejects-trump-plan-leave-immigrants-census-200910214635224.html,"A United States court has rejected the Trump administration's attempt to prevent undocumented immigrants from being counted in the US census, the American Civil Liberties Union (ACLU) said Thursday, … [+3486 chars]",2020-09-10T23:46:38Z,-0.5267,0.328,0.0,0.672,-1,-4.4
196,immigrant,Al Jazeera English,Gouri Sharma,German far-right figure ‘caught’ saying migrants could be gassed,https://www.aljazeera.com/news/2020/9/29/afd-sacks-official-who-reportedly-said-refugees-could-be-gassed,"Berlin, Germany A long-standing member of the far-right Alternative for Deutschland (AfD) political party has been sacked amid reports of his inflammatory comments in which he allegedly said refugees… [+2700 chars]",2020-09-29T15:40:08Z,0.0,0.0,0.0,1.0,0,-4.4
197,immigrant,Al Jazeera English,Al Jazeera,Guatemala promises to break up migrant caravan heading to US,https://www.aljazeera.com/news/2020/10/2/guatemala-vows-to-break-up-migrant-caravan-heading-to-us,"Guatemala has promised to break up a caravan of about 2,000 migrants that set out from neighbouring Honduras this week in hopes of reaching the United States, saying they represent a health threat am… [+3573 chars]",2020-10-02T19:00:12Z,0.3818,0.0,0.224,0.7759999999999999,1,-4.4
198,immigrant,Al Jazeera English,Al Jazeera,Italian PM Conte to testify in Salvini refugee abuse case,https://www.aljazeera.com/news/2020/10/3/italian-premier-to-testify-in-salvinis-hearing-on-migrant-abuse,Italian Prime Minister Giuseppe Conte and other senior officials have been called to testify at the next pre-trial hearing on an abuse of power case against far-right opposition leader Matteo Salvini… [+3526 chars],2020-10-03T18:51:42Z,-0.6369,0.318,0.0,0.682,-1,-4.4
199,immigrant,Al Jazeera English,Mia Swart,Ruth Bader Ginsburg: A life in pursuit of gender equality,https://www.aljazeera.com/news/2020/9/23/ruth-bader-ginsburg-a-life-in-pursuit-of-gender-equality,"Ruth Bader Ginsburg, who became the second female United States Supreme Court Justice in 1993, devoted much of her career to advancing womens rights. The impact of her judgements and dissents on gend… [+8742 chars]",2020-09-23T15:44:54Z,0.0,0.0,0.0,1.0,0,-4.4
200,immigrant,Al Jazeera English,Al Jazeera,Migrant caravan sets out for the US amid COVID-19 concerns,https://www.aljazeera.com/news/2020/10/1/honduran-caravan-travels-to-the-us-amid-covid-19-concerns,"The first Hondurans hoping to reach the United States arrived at the Guatemala border on foot on Thursday morning as part of a newly-formed caravan, testing the newly reopened frontier that had been … [+5650 chars]",2020-10-01T20:26:53Z,0.0,0.0,0.0,1.0,0,-4.4
201,immigrant,Al Jazeera English,Mia Swart,'There will be blood': Xenophobia in S Africa routine and lethal,https://www.aljazeera.com/news/2020/09/blood-xenophobia-africa-routine-lethal-200915051719107.html,"Sleeping was not an option for Syed in early September last year.
For three days and night, the Bangladeshi shop owner in central Johannesburg said he had to stand guard to protect his store during … [+6963 chars]",2020-09-17T10:44:41Z,0.0,0.0,0.0,1.0,0,-4.4
202,immigrant,Al Jazeera English,Mersiha Gadzo,Canada: Murder raises fresh concerns about far-right violence,https://www.aljazeera.com/news/2020/10/3/what-is-being-done-about-the-far-right-canadas-biggest-threat,"Toronto, Canada Mohamed-Aslim Zafis was sitting outside a mosque in Torontos west end last month when a man approached him and stabbed him in the neck with a knife.
The brazen killing, which police … [+7845 chars]",2020-10-03T14:11:20Z,-0.8176,0.547,0.14300000000000002,0.311,-1,-4.4
203,immigrant,Al Jazeera English,Katy Fallon,Greece braces for historic verdict on far-right Golden Dawn group,https://www.aljazeera.com/news/2020/10/6/greece-braces-for-historic-verdict-on-far-right-golden-dawn-group,"Athens, Greece Pavlos Fyssas, a 34-year-old rapper and anti-racism campaigner known as Killa P, was stabbed to death just after midnight on September 18, 2013, in Athens.
More than seven years later… [+6645 chars]",2020-10-06T10:07:52Z,0.1531,0.0,0.151,0.8490000000000001,0,-4.4
204,immigrant,Al Jazeera English,Al Jazeera,More migrant women in US detention say they didn't OK surgery: AP,https://www.aljazeera.com/news/2020/09/migrant-women-detention-didn-surgery-ap-200918165727667.html,"Sitting across from her lawyer at an immigration detention centre in rural Georgia, Mileidy Cardentey Fernandez unbuttoned her jail jumpsuit to show the scars on her abdomen. There were three small, … [+8229 chars]",2020-09-18T18:57:07Z,-0.6034,0.33,0.0,0.67,-1,-4.4
205,immigrant,Al Jazeera English,Laurin-Whitney Gottbrath,Pandemic exacerbates barriers to voting for homeless Americans,https://www.aljazeera.com/features/2020/9/23/pandemic-exacerbates-barriers-to-voting-for-homeless-americans,"Louisville, Kentucky, US  The building housing St Johns Center for Homeless Men in Louisville, Kentucky, still has most of the markings of the Catholic Church it once was. The vibrant, stained glass … [+10909 chars]",2020-09-23T14:54:31Z,0.0,0.0,0.0,1.0,0,-4.4
206,immigrant,Al Jazeera English,Graham H Cornwell,Why does American travel writing erase Black people?,https://www.aljazeera.com/opinions/2020/9/27/why-does-american-travel-writing-erase-black-people/,"As Black Lives Matter protests spread to Europe in early June, Rick Steves, the USs most popular European guidebook author, shared a picture in solidarity on Instagram. It was Eugene Delacroixs 1830 … [+16430 chars]",2020-09-27T11:36:40Z,0.0,0.0,0.0,1.0,0,-4.4
207,immigrant,Al Jazeera English,Patrick Strickland,Antifa and America’s revamped Red Scare,https://www.aljazeera.com/features/2020/9/29/antifa-hysteria-americas-revamped-red-scare,"As the wildfires hit Molalla, Oregon, in early September, 29-year-old independent journalist Alissa Azar crouched in the weeds by the side of a gravel road. She angled her camera, searching for a sho… [+20890 chars]",2020-09-29T11:09:35Z,-0.4939,0.39,0.0,0.61,-1,-4.4
208,immigrant,Al Jazeera English,William Roberts,Traditionally Republican Arizona now a Trump-Biden battleground,https://www.aljazeera.com/news/2020/10/8/biden-leads-trump-in-traditionally-republican-state-arizona,"Long a Republican stronghold, the southwestern United States state of Arizona has become a major battleground in the election contest between President Donald Trump and his Democratic challenger Joe … [+7685 chars]",2020-10-08T12:50:37Z,-0.4019,0.35100000000000003,0.0,0.649,-1,-4.4
209,immigrant,Al Jazeera English,Hamid Dabashi,Siah Armajani (1939-2020): An artist of public happiness,https://www.aljazeera.com/indepth/opinion/siah-armajani-1939-2020-artist-public-happiness-200917120720265.html,"""The twilight zones today between art forms that were once quite distinct - painting and photography, architecture and sculpture - have been the locus of the most intriguing art produced in recent de… [+8156 chars]",2020-09-18T07:27:56Z,0.5574,0.0,0.34,0.66,1,-4.4
210,immigrants,The Washington Post,Nick Miroff,"Trump cuts refugee cap to lowest level ever, depicts them on campaign trail as a threat and burden - The Washington Post",https://www.washingtonpost.com/immigration/trump-cuts-refugee-cap/2020/10/01/a5113b62-03ed-11eb-8879-7663b816bfa5_story.html,"The 15,000 figure, the lowest since the 1980 Refugee Act, is a drop from the 2020 cap that was set at 18,000. Since March, the number of refugees admitted to the United States fell sharply as the cor… [+5805 chars]",2020-10-01T18:07:00Z,-0.8779,0.41,0.0,0.59,-1,-3.7
211,immigrants,The Washington Post,Tim Elfrink,‘I have never supported Donald Trump’: Portland-area sheriff hits back after president claims his endorsement in debate - The Washington Post,https://www.washingtonpost.com/nation/2020/09/30/portland-sheriff-trump-debate-endorsement/,"Not so, says the sheriff in the Portland, Ore., area. Multnomah County Sheriff Mike Reese quickly took to Twitter on Tuesday night to forcefully deny any affinity for the president.
In tonights pres… [+2542 chars]",2020-09-30T07:28:00Z,0.0869,0.08800000000000001,0.103,0.809,0,-3.7
212,immigrants,The Washington Post,Tim Elfrink,‘This is a nightmare’: New Yorkers get absentee ballots with the wrong return envelope - The Washington Post,https://www.washingtonpost.com/nation/2020/09/29/brooklyn-absentee-envelope-election-ny/,"Malhotra wasnt alone. Numerous New Yorkers reported Monday that they had received mixed-up return envelopes, which could invalidate their votes if they tried to mail them in.
The mass error comes so… [+3698 chars]",2020-09-29T10:57:00Z,-0.6369,0.271,0.0,0.7290000000000001,-1,-3.7
213,immigrants,The Washington Post,"Aaron Gregg and Douglas MacMillan, The Washington Post",DAWN OF PALANTIR: Silicon Valley surveillance company to go public on NYSE...,https://www.washingtonpost.com/business/2020/09/29/palantir-public-offering/,"The secretive data and surveillance company Palantir will offer its stock to public investors for the first time Wednesday, a long-anticipated move that promises to transform its business and its pub… [+4744 chars]",2020-09-30T00:31:38Z,0.0,0.0,0.0,1.0,0,-3.7
214,immigrants,The Washington Post,"Moriah Balingit, Laura Meckler","Trump alleges ‘left-wing indoctrination’ in schools, says he will create national commission to push more ‘pro-American’ history - The Washington Post",https://www.washingtonpost.com/education/trump-history-education/2020/09/17/f40535ec-ee2c-11ea-ab4e-581edb849379_story.html,"The federal government has no power over the curriculum taught in local schools, and the notion that public school curriculums are too secular or too critical of the nations legacy has been a frequen… [+10266 chars]",2020-09-17T21:38:00Z,0.2732,0.0,0.1,0.9,1,-3.7
215,immigrants,The Washington Post,"Jared Bernstein, Hannah Katch","Thanks to Trump’s actions, millions lose health coverage - The Washington Post",https://www.washingtonpost.com/outlook/2020/09/22/thanks-trumps-actions-millions-lose-health-coverage/,"Now, the question: Do you think health coverage went up or down in the years leading up to the current pandemic?
Based on those facts, you would probably say up. You would be wrong. According to Cen… [+4634 chars]",2020-09-22T12:59:00Z,0.0516,0.185,0.199,0.616,0,-3.7
216,immigrants,The Washington Post,Max Boot,Two new polls show the damage Trump has done to U.S. foreign policy - The Washington Post,https://www.washingtonpost.com/opinions/2020/09/17/two-new-polls-show-damage-trump-has-done-us-foreign-policy/,Part of the decline is due to Trumps egregious mishandling of the coronavirus. Only 15 percent of respondents give the United States good marks on the pandemic. Chinas handling of the pandemic is mor… [+4131 chars],2020-09-17T14:00:00Z,-0.4939,0.17600000000000002,0.0,0.8240000000000001,-1,-3.7
217,immigrants,The Washington Post,Jaclyn Peiser,ICE agents stopped a Black jogger in Boston. Authorities are demanding answers. - The Washington Post,https://www.washingtonpost.com/nation/2020/10/09/ice-black-jogger-boston-investigation/,"Apreala, who noticed one of the officers was wearing an Immigration and Customs Enforcement badge, questioned why hed been stopped since hes a U.S. citizen. It was only when Apreala started recording… [+6370 chars]",2020-10-09T08:13:00Z,-0.4215,0.241,0.0,0.759,-1,-3.7
218,immigrants,The Washington Post,Gillian Brockell,Trump’s October surprises are part of a history of presidential election bombshells - The Washington Post,https://www.washingtonpost.com/history/2020/10/10/october-surprises-elections-trump/,"Down in the polls and yearning for an October surprise, Trump lashes at his most loyal allies
But game-changers and shake-ups in the weeks before the election have been around for more than 150 year… [+6970 chars]",2020-10-10T11:00:00Z,0.2263,0.0,0.128,0.872,1,-3.7
219,immigrants,The Washington Post,Philip Rucker,Trump says he misled on virus to instill calm. But he’s governed with scare tactics.,https://www.washingtonpost.com/politics/trump-woodward-coronavirus-panic/2020/09/10/5376cd7c-f375-11ea-999c-67ff7bf6a9d2_story.html,"I dont want to jump up and down and start screaming Death! Death! because thats not what its all about. We have to lead a country, Trump said. He added, There has to be a calmness.
Trump evidently d… [+5738 chars]",2020-09-10T23:37:59Z,-0.2263,0.173,0.124,0.703,-1,-3.7
220,immigrants,The Washington Post,"Jenna Johnson, The Washington Post",White men backing Trump say they can't be swayed...,http://www.washingtonpost.com/politics/trump--white-men-boat-parade/2020/09/27/dcd7bdd8-fe79-11ea-8d05-9beaaa91c71f_story.html,"Supporters of President Donald Trump fire cannons during a boat parade on Ohio's Sandusky Bay.
Supporters of President Donald Trump fire cannons during a boat parade on Ohio's Sandusky Bay.
 Photo:… [+13887 chars]",2020-09-27T21:07:36Z,0.0258,0.0,0.121,0.879,0,-3.7
221,immigrants,The Washington Post,Paul Waldman,Trump can’t decide whom he should tell people to hate,https://www.washingtonpost.com/opinions/2020/09/17/trump-cant-decide-whom-he-should-tell-people-hate/,Its almost as if the idea that Joe Biden is responsible for violence that occurs while Trump is president makes about as much sense as the idea that Biden should have implemented a national mask mand… [+4205 chars],2020-09-17T20:00:53Z,-0.5719,0.29100000000000004,0.0,0.7090000000000001,-1,-3.7
222,immigrants,The Washington Post,Paul Waldman,"Trump: America’s perfection shall not be questioned, except by me",https://www.washingtonpost.com/opinions/2020/09/18/trump-americas-perfection-shall-not-be-questioned-except-by-me/,"For Joe Biden this year, its about a restoration of calm and national unity. For President Trump, as ever, its about telling voters that theres a competition underway, one that youre currently losing… [+5384 chars]",2020-09-18T16:29:00Z,0.6119,0.0,0.384,0.616,1,-3.7
223,immigrants,The Washington Post,"Andrea Pena-Vasquez, Maryann H. Kwakwa",Barack Obama and Kamala Harris both identify as Black. The news media doesn’t describe both that way.,https://www.washingtonpost.com/politics/2020/09/16/barack-obama-kamala-harris-both-identify-black-news-media-doesnt-describe-both-that-way/,"However, although both Obama and Harris are multiracial and have publicly identified as Black, the news media portrays Harriss ethnicity much differently from Obamas.
Here is how, and why this could… [+4455 chars]",2020-09-16T11:00:00Z,0.0,0.0,0.0,1.0,0,-3.7
224,immigrants,The Washington Post,Joshua Tucker,How do newspapers cover racial and religious minorities? Here’s the data.,https://www.washingtonpost.com/politics/2020/10/02/how-do-newspapers-cover-racial-religious-minorities-heres-data/,"Joshua Tucker:First, tell me a bit about how you do your research.
Erik Bleich: We collect every article from four newspapers with a national circulation the New York Times, USA Today, the Wall Stre… [+5799 chars]",2020-10-02T11:45:00Z,0.0,0.0,0.0,1.0,0,-3.7
225,immigrants,The Washington Post,Greg Sargent,We may get 2008 level turnout among young voters. That’s bad for Trump.,https://www.washingtonpost.com/opinions/2020/09/21/we-may-get-2008-level-turnout-among-young-voters-thats-bad-trump/,"Could that help produce the sort of youth turnout in this election that we last saw in 2008, when Barack Obamas first presidential run inspired young people to pour out to the polls in unprecedented … [+3604 chars]",2020-09-21T20:33:57Z,-0.5423,0.226,0.0,0.774,-1,-3.7
226,immigrants,The Washington Post,"Heather Kelly, Reed Albergotti, Brady Dennis and Scott Wilson, The Washington Post","For first time in decade, more people left California than arrived...",http://www.washingtonpost.com/national/wildfires-california-dream-compromise/2020/09/12/780e80da-f465-11ea-a852-eb7526c580f4_story.html,"SAN FRANCISCO - The cityscape resembles the surface of a distant planet, populated by a masked alien culture. The air, choked with blown ash, is difficult to breathe.
There is the Golden Gate Bridge… [+16072 chars]",2020-09-12T23:37:37Z,0.0,0.0,0.0,1.0,0,-3.7
227,immigrants,The Washington Post,Philip Bump,Why the Hispanic vote in Florida is particularly worrisome to Biden’s campaign,https://www.washingtonpost.com/politics/2020/09/14/why-hispanic-vote-florida-is-particularly-worrisome-bidens-campaign/,Alvarez immigrated to the United States from Cuba. His argument centered on the differences between the two countries in which hed lived and on what he presented as former vice president Joe Bidens s… [+3416 chars],2020-09-14T20:39:36Z,-0.4576,0.214,0.0,0.7859999999999999,-1,-3.7
228,immigrants,The Washington Post,Teo Armus,‘An ER visit costs more’: Trump’s $750 tax bill inspires a rush of comparisons,https://www.washingtonpost.com/nation/2020/09/28/trump-taxes-returns-comparisons/,"But in the hours after the publication of the Times report, which Trump decried as totally fake news, one much smaller figure drew the most attention: $750.
That was how much, according to the Times… [+3505 chars]",2020-09-28T10:42:31Z,0.4404,0.0,0.195,0.805,1,-3.7
229,immigrants,The Washington Post,"Heather Kelly, Reed Albergotti, Brady Dennis, Scott Wilson",Warmer. Burning. Epidemic-challenged. Expensive. The California Dream has become the California Compromise. - The Washington Post,https://www.washingtonpost.com/national/wildfires-california-dream-compromise/2020/09/12/780e80da-f465-11ea-a852-eb7526c580f4_story.html,"San Francisco, and much of California, has never been like this.
California has become a warming, burning, epidemic-challenged and expensive state, with many who live in sophisticated cities, idylli… [+15382 chars]",2020-09-12T22:40:00Z,0.4939,0.0,0.244,0.7559999999999999,1,-3.7
230,immigrants,The Washington Post,Greg Sargent,A former DHS insider sheds a darker light on Trump’s vile ‘Proud Boys’ comment,https://www.washingtonpost.com/opinions/2020/09/30/former-dhs-insider-sheds-darker-light-trumps-vile-proud-boys-comment/,"Pressed at the debate to condemn white supremacist and militia groups, Trump said he would. Then, after Joe Biden pushed him to condemn the far-right extremist Proud Boys,"" Trump told them to stand b… [+3748 chars]",2020-09-30T20:31:22Z,-0.6249,0.272,0.0,0.728,-1,-3.7
231,immigrants,The Washington Post,Paul Waldman,The Republican war on democracy is just getting started,https://www.washingtonpost.com/opinions/2020/09/24/republican-war-democracy-is-just-getting-started/,"With the Supreme Court soon to have a 6-3 conservative majority even though Republicans have lost the popular vote in 6 out of the last 7 presidential elections, Trump could again win the presidency … [+4995 chars]",2020-09-24T17:05:34Z,-0.5994,0.328,0.0,0.672,-1,-3.7
232,immigrants,The Washington Post,Philip Bump,An only-red-states America probably isn’t one Trump would actually like,https://www.washingtonpost.com/politics/2020/09/17/an-only-red-states-america-probably-isnt-one-trump-would-actually-like/,"While it is true that there have been more deaths in blue states than red ones, far more deaths are occurring in red states at this point and have been for months. In fact, the number of deaths in bl… [+4385 chars]",2020-09-17T16:27:50Z,0.3612,0.0,0.217,0.7829999999999999,1,-3.7
233,immigrants,The Washington Post,Jennifer Rubin,Our democracy has turned dangerously undemocratic,https://www.washingtonpost.com/opinions/2020/09/21/our-democracy-has-turned-dangerously-undemocratic/,By now it should be obvious that President Trump and the Republican Party have exploited with authoritarian viciousness a system that depends on good faith and restraint. They laugh at the suckers wh… [+6138 chars],2020-09-21T15:30:30Z,-0.4588,0.375,0.0,0.625,-1,-3.7
234,immigrants,The Washington Post,Amber Phillips,Kamala Harris’s critics fell into the ‘Is she likable?’ trap,https://www.washingtonpost.com/politics/2020/10/08/kamala-harriss-critics-fell-into-is-she-likable-trap/,"Wednesdays vice-presidential debate, the first one ever to feature a Black woman, was a textbook example of this gender disparity in politics. Sen. Kamala D. Harris (D-Calif.) was going up against a … [+4305 chars]",2020-10-08T11:39:01Z,-0.5423,0.36,0.0,0.64,-1,-3.7
235,immigrants,The Washington Post,Eugene Scott,‘Nobody likes her’: Trump tries his likability standard for female politicians on Kamala Harris,https://www.washingtonpost.com/politics/2020/09/09/nobody-likes-her-trump-tries-his-likability-standard-women-politicians-kamala-harris/,"People dont like her. Nobody likes her. She could never be the first woman president. She could never be. That would be an insult to our country, Trump said Tuesday at a campaign rally in Winston-Sal… [+4312 chars]",2020-09-09T19:40:19Z,0.4215,0.0,0.177,0.823,1,-3.7
236,immigrants,The Washington Post,Jennifer Rubin,"Biden’s campaign goes full throttle: Trump lied, people died",https://www.washingtonpost.com/opinions/2020/09/10/bidens-campaign-goes-full-throttle-trump-lied-people-died/,"During the call, I asked the campaign and Urquiza to respond to Trumps defense that he was simply trying to prevent panic. Campaign adviser Bill Russo said that Democratic presidential nominee Joe Bi… [+3249 chars]",2020-09-10T16:00:26Z,-0.7351,0.47,0.0,0.53,-1,-3.7
237,immigrants,The Washington Post,Jennifer Rubin,Trump has no clue what suburbia is like,https://www.washingtonpost.com/opinions/2020/09/15/trump-has-no-clue-what-suburbia-is-like/,Trumps view of the suburbs is badly out of date. Minorities including immigrants have streamed to the suburbia. Bloomberg reported last year that todays suburbs no longer look much like the lily-whit… [+3652 chars],2020-09-15T14:00:29Z,0.0772,0.206,0.234,0.561,0,-3.7
238,immigrants,The Washington Post,Eugene Scott,"When it comes to race relations, the left and the right are miles apart",https://www.washingtonpost.com/politics/2020/09/20/when-it-comes-race-relations-left-right-are-miles-apart/,"The low prioritization of race relations among GOP voters helps put into perspective why President Trump and the Republican Party have chosen to respond to the issue in the way that they have.
Even … [+3144 chars]",2020-09-20T13:58:32Z,0.0,0.0,0.0,1.0,0,-3.7
239,immigrants,The Washington Post,Erica Werner,"Prospects for more stimulus checks, coronavirus relief fade as latest offer from Trump draws opposition from Republicans and Democrats",https://www.washingtonpost.com/us-policy/2020/10/10/prospects-more-stimulus-checks-covid-relief-fade-latest-offer-trump-draws-opposition-republicans-democrats/,"Senate Republicans are wary of the overall price tag of the bill, and expressed opposition to a number of specific provisions, including an expansion of Affordable Care Act tax credits they say raise… [+3502 chars]",2020-10-10T16:30:08Z,0.6486,0.0,0.238,0.762,1,-3.7
240,immigrants,The Washington Post,"Sarah Kaplan, Desmond Butler, Juliet Eilperin, Chris Mooney, Luis  Velarde",The code: How genetic science helped expose a secret coronavirus outbreak - Washington Post,https://www.washingtonpost.com/graphics/2020/national/genetic-science-coronavirus-outbreak-iowa/,"Leer en español
POSTVILLE, Iowa It wasnt until their colleagues began to disappear that workers at Agri Star Meat and Poultry realized there was a killer in their midst.
First came the rumors that … [+30908 chars]",2020-09-24T13:41:15Z,-0.1531,0.127,0.0,0.873,0,-3.7
241,immigrants,The Washington Post,Philip Bump,The sweeping hypocrisy of Trump’s shrugging claim that ‘virtually nobody’ young dies from coronavirus,https://www.washingtonpost.com/politics/2020/09/22/sweeping-hypocrisy-trumps-shrugging-claim-that-virtually-nobody-young-dies-coronavirus/,"You know, he continued, in some states thousands of people, nobody young below the age of 18, like nobody they have a strong immune system. Who knows. You look take your hat off to the young because … [+5051 chars]",2020-09-22T14:05:26Z,0.0,0.0,0.0,1.0,0,-3.7
242,immigrants,The Washington Post,Philip Bump,"We get it, Mr. President: You’re mad at New York City",https://www.washingtonpost.com/politics/2020/09/21/we-get-it-mr-president-youre-mad-new-york-city/,"What you see might surprise you: rioters running rampant, physical confrontations in the streets, fires burning out of control. And witnessing such things should surprise you, since thats not what Ne… [+4847 chars]",2020-09-21T18:42:09Z,-0.4939,0.242,0.0,0.758,-1,-3.7
243,immigrants,The Washington Post,Marc Fisher,"The Undecideds: Sure, Biden and Trump are very different. But maybe neither is right for the job.",https://www.washingtonpost.com/politics/undecided-voters-2020-presidential-debates/2020/09/27/0911c650-fd9e-11ea-8d05-9beaaa91c71f_story.html,"The Boltzes, who live in a rural area half an hour outside Pittsburgh, find themselves squarely between their children. Their son who lives next door is more conservative than they are and supports T… [+11149 chars]",2020-09-28T10:00:00Z,0.3182,0.0,0.126,0.8740000000000001,1,-3.7
244,immigrants,The Washington Post,Jennifer Rubin,What else should Chris Wallace ask at the debate?,https://www.washingtonpost.com/opinions/2020/09/24/what-else-should-chris-wallace-ask/,"Before we do, however, a preliminary note: It is offensive to link race and violence, thereby perpetuating the conceit that race and violence are inextricably linked. We should concern ourselves with… [+7171 chars]",2020-09-24T11:45:35Z,0.0,0.0,0.0,1.0,0,-3.7
245,immigrants,The Washington Post,Jennifer Rubin,Joe Biden pulls off a big speech at a sacred location,https://www.washingtonpost.com/opinions/2020/10/07/biden-pulls-off-big-speech-sacred-location/,"Interestingly, the Democratic nominee talked about July 4, 1863 the day after the fighting ended, when the full scope of the carnage and destruction was evident. He made the case that once again, we … [+6019 chars]",2020-10-07T13:45:36Z,0.0,0.0,0.0,1.0,0,-3.7
246,immigrants,The Washington Post,Alyssa Rosenberg,"In 50 years of PBS programming, content for Americans of all classes and political views",https://www.washingtonpost.com/opinions/2020/10/04/50-years-pbs-programming-content-americans-all-classes-political-views/,Polling shows the resilience of the reputation PBS has built over the past five decades. Some 68 percent of respondents told YouGov between August 2019 and August 2020 that they have a positive opini… [+4622 chars],2020-10-04T19:05:33Z,0.0,0.0,0.0,1.0,0,-3.7
247,immigrants,The Washington Post,Alyssa Rosenberg,The Oscars want to use Best Picture to make Hollywood more diverse. It won’t be easy.,https://www.washingtonpost.com/opinions/2020/09/09/oscars-want-use-best-picture-make-hollywood-more-diverse-it-wont-be-easy/,Itll be years before we see whether the new diversity requirements announced Tuesday by the Academy of Motion Picture Arts and Sciences generate Best Picture nominees that are less pale and male than… [+5084 chars],2020-09-09T22:43:56Z,0.8126,0.0,0.393,0.607,1,-3.7
248,immigrants,The Washington Post,Dan Balz,"Poll: Sharp partisan differences now exist on foreign policy, views of American exceptionalism",https://www.washingtonpost.com/politics/poll-foreign-policy-trump-democrats/2020/09/16/8e2d903e-f836-11ea-be57-d00bb9bc632d_story.html,"In November, the council report notes, voters will not only decide who will become the next U.S. president, but also they will help determine the path U.S. foreign policy takes either working in part… [+7380 chars]",2020-09-17T11:00:00Z,0.0,0.0,0.0,1.0,0,-3.7
249,immigrants,The Washington Post,Philip Bump,Trump finally gets what he has mostly lacked so far in 2020: a big audience and no filter,https://www.washingtonpost.com/politics/2020/09/29/trump-finally-gets-what-he-has-mostly-lacked-so-far-2020-big-audience-no-filter/,"His support crystallized early in the campaign, in parallel with cable news networks often carrying his rallies live. Were now used to lower-third text in his speeches correcting his false claims in … [+6716 chars]",2020-09-29T13:57:25Z,-0.29600000000000004,0.121,0.0,0.879,-1,-3.7
250,immigrants,The Washington Post,Karoun Demirjian,Ginsburg breaks one final barrier as first woman to lie in state at Capitol,https://www.washingtonpost.com/politics/courts_law/ginsburg-capitol-court-trump/2020/09/25/8cf017be-ff2f-11ea-8d05-9beaaa91c71f_story.html,"Her life and leadership cemented the truth that all men and women are created equal, Pelosi said in a statement issued after brief remarks at the ceremony.
Ginsburg, who served for 27 years and was … [+6302 chars]",2020-09-25T20:22:00Z,-0.128,0.103,0.0,0.897,0,-3.7
